Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Director
Forushande,2016,UA,124,Drama,7.8,Asghar Farhadi
Hidden_Figures,2016,UA,127,Biography,7.8,Theodore Melfi
Kubo_and_the_Two_Strings,2016,PG,101,Animation,7.8,Travis Knight
MS_Dhoni_The_Untold_Story,2016,U,184,Biography,7.8,Neeraj Pandey
Manchester_by_the_Sea,2016,UA,137,Drama,7.8,Kenneth Lonergan
Perfetti_sconosciuti,2016,,96,Comedy,7.8,Paolo Genovese
Rogue_One,2016,UA,133,Action,7.8,Gareth Edwards
Udta_Punjab,2016,A,148,Action,7.8,Abhishek Chaubey
Arrival,2016,UA,116,Drama,7.9,Denis Villeneuve
Captain_Fantastic,2016,R,118,Comedy,7.9,Matt Ross
Hunt_for_the_Wilderpeople,2016,UA,101,Adventure,7.9,Taika Waititi
I_Daniel_Blake,2016,UA,100,Drama,7.9,Ken Loach
Sing_Street,2016,PG-13,106,Comedy,7.9,John Carney
Airlift,2016,UA,130,Drama,8,Raja Menon
Deadpool,2016,R,108,Action,8,Tim Miller
La_La_Land,2016,A,128,Comedy,8,Damien Chazelle
Lion,2016,U,118,Biography,8,Garth Davis
Zootopia,2016,U,108,Animation,8,Byron Howard
Ah-ga-ssi,2016,A,145,Drama,8.1,Chan-wook Park
Contratiempo,2016,TV-MA,106,Crime,8.1,Oriol Paulo
Hacksaw_Ridge,2016,A,139,Biography,8.1,Mel Gibson
Koe_no_katachi,2016,16,130,Animation,8.1,Naoko Yamada
Pink,2016,UA,136,Drama,8.1,Aniruddha Roy Chowdhury
Dangal,2016,U,161,Action,8.4,Nitesh Tiwari
Kimi_no_na_wa,2016,U,106,Animation,8.4,Makoto Shinkai
Baby_Driver,2017,UA,113,Action,7.6,Edgar Wright
Gifted,2017,PG-13,101,Drama,7.6,Marc Webb
Guardians_of_the_Galaxy_Vol_2,2017,UA,136,Action,7.6,James Gunn
Nelyubov,2017,R,127,Drama,7.6,Andrey Zvyagintsev
Only_the_Brave,2017,UA,134,Action,7.6,Joseph Kosinski
The_Florida_Project,2017,A,111,Drama,7.6,Sean Baker
Get_Out,2017,R,104,Horror,7.7,Jordan Peele
God's_Own_Country,2017,,104,Drama,7.7,Francis Lee
Wind_River,2017,R,107,Crime,7.7,Taylor Sheridan
Dunkirk,2017,UA,106,Action,7.8,Christopher Nolan
Loving_Vincent,2017,UA,94,Animation,7.8,Dorota Kobiela
Paddington_2,2017,U,103,Adventure,7.8,Paul King
Call_Me_by_Your_Name,2017,UA,132,Drama,7.9,Luca Guadagnino
Thor_Ragnarok,2017,UA,130,Action,7.9,Taika Waititi
Blade_Runner_2049,2017,UA,164,Action,8,Denis Villeneuve
Wonder,2017,U,113,Drama,8,Stephen Chbosky
Logan,2017,A,137,Action,8.1,James Mangold
Baahubali_2_The_Conclusion,2017,UA,167,Action,8.2,S.S. Rajamouli
Three_Billboards_Outside_Ebbing_Missouri,2017,A,115,Comedy,8.2,Martin McDonagh
Ayla_The_Daughter_of_War,2017,,125,Biography,8.4,Can Ulkay
Coco,2017,U,105,Animation,8.4,Lee Unkrich
Vikram_Vedha,2017,UA,147,Action,8.4,Gayatri
A_Star_Is_Born,2018,UA,136,Drama,7.6,Bradley Cooper
Incredibles_2,2018,UA,118,Animation,7.6,Brad Bird
Searching,2018,U/A,102,Drama,7.6,Aneesh Chaganty
Deadpool_2,2018,R,119,Action,7.7,David Leitch
Mission_Impossible_-_Fallout,2018,UA,147,Action,7.7,Christopher McQuarrie
Roma,2018,R,135,Drama,7.7,Alfonso CuarÃ³n
Raazi,2018,UA,138,Action,7.8,Meghna Gulzar
Isle_of_Dogs,2018,U,101,Animation,7.9,Wes Anderson
Manbiki_kazoku,2018,A,121,Crime,7.9,Hirokazu Koreeda
Badhaai_ho,2018,UA,124,Comedy,8,Amit Ravindernath Sharma
Bohemian_Rhapsody,2018,UA,134,Biography,8,Bryan Singer
Green_Book,2018,UA,130,Biography,8.2,Peter Farrelly
KGF_Chapter_1,2018,UA,156,Action,8.2,Prashanth Neel
Uri_The_Surgical_Strike,2018,UA,138,Action,8.2,Aditya Dhar
Andhadhun,2018,UA,139,Crime,8.3,Sriram Raghavan
Tumbbad,2018,A,104,Drama,8.3,Rahi Anil Barve
Avengers_Infinity_War,2018,UA,149,Action,8.4,Anthony Russo
CapharnaÃ¼m,2018,A,126,Drama,8.4,Nadine Labaki
Spider-Man_Into_the_Spider-Verse,2018,U,117,Animation,8.4,Bob Persichetti
Dark_Waters,2019,PG-13,126,Biography,7.6,Todd Haynes
Just_Mercy,2019,A,137,Biography,7.6,Destin Daniel Cretton
Once_Upon_a_Time_in_Hollywood,2019,A,161,Comedy,7.6,Quentin Tarantino
The_Peanut_Butter_Falcon,2019,PG-13,97,Adventure,7.6,Tyler Nilson
Little_Women,2019,U,135,Drama,7.8,Greta Gerwig
Sound_of_Metal,2019,R,120,Drama,7.8,Darius Marder
The_Gentlemen,2019,A,113,Action,7.8,Guy Ritchie
Toy_Story_4,2019,U,100,Animation,7.8,Josh Cooley
Jojo_Rabbit,2019,UA,108,Comedy,7.9,Taika Waititi
Knives_Out,2019,UA,130,Comedy,7.9,Rian Johnson
Marriage_Story,2019,U,137,Comedy,7.9,Noah Baumbach
The_Irishman,2019,R,209,Biography,7.9,Martin Scorsese
Gully_Boy,2019,UA,154,Drama,8,Zoya Akhtar
Togo,2019,U,113,Adventure,8,Ericson Core
Ford_v_Ferrari,2019,UA,152,Action,8.1,James Mangold
Portrait_de_la_jeune_fille_en_feu,2019,R,122,Drama,8.1,CÃ©line Sciamma
Chhichhore,2019,UA,143,Comedy,8.2,Nitesh Tiwari
Klaus,2019,PG,96,Animation,8.2,Sergio Pablos
1917,2019,R,119,Drama,8.3,Sam Mendes
Miracle_in_cell_NO7,2019,TV-14,132,Drama,8.3,Mehmet Ada Ã–ztekin
Avengers_Endgame,2019,UA,181,Action,8.4,Anthony Russo
Joker,2019,A,122,Crime,8.5,Todd Phillips
Gisaengchung,2019,A,132,Comedy,8.6,Bong Joon Ho
Druk,2020,,117,Comedy,7.8,Thomas Vinterberg
The_Trial_of_the_Chicago_7,2020,R,129,Drama,7.8,Aaron Sorkin
Dil_Bechara,2020,UA,101,Comedy,7.9,Mukesh Chhabra
Soul,2020,U,100,Animation,8.1,Pete Docter
Hamilton,2020,PG-13,160,Biography,8.6,Thomas Kail
Soorarai_Pottru,2020,U,153,Drama,8.6,Sudha Kongara
